Hotel_ID,Hotel_Name,Price_in_week_2_adults_night,Province,Check_in,Check_out,Score,Stars,Address,Reviews,Overall,Link,,,,,,,,
1984,Zody House,990000,Ha Noi,10/5/2026,10/6/2026,9.4,0,"Ba Dinh, Hanoi",345,Wonderful,https://www.booking.com/hotel/vn/zodyhouse.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=751&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692199&all_sr_blocks=297575301_403618686_2_0_0&highlighted_blocks=297575301_403618686_2_0_0&matching_block_id=297575301_403618686_2_0_0&sr_pri_blocks=297575301_403618686_2_0_0__99000000&from=searchresults,,,,,,,,
1985,Sweet Central'N Homestay Ha Noi 285,559403,Ha Noi,10/5/2026,10/6/2026,7.5,3,"Ba Dinh, Hanoi",88,Good,https://www.booking.com/hotel/vn/homestay-285-doi-can-ba-dinh-ha-noi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=849&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692239&all_sr_blocks=1213326302_393538683_2_0_0&highlighted_blocks=1213326302_393538683_2_0_0&matching_block_id=1213326302_393538683_2_0_0&sr_pri_blocks=1213326302_393538683_2_0_0__55940300&from=searchresults,,,,,,,,
1986,Luxe Paradise Residence 79 Nguyen Du,1024000,Ha Noi,10/5/2026,10/6/2026,7.8,4,"Hai Ba Trung, Hanoi",19,Good,https://www.booking.com/hotel/vn/luxe-paradise-residence-79-nguyen-du.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=827&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692229&all_sr_blocks=1332829904_419795005_0_0_0_908530&highlighted_blocks=1332829904_419795005_0_0_0_908530&matching_block_id=1332829904_419795005_0_0_0_908530&sr_pri_blocks=1332829904_419795005_0_0_0_908530_102400000&from=searchresults,,,,,,,,
1987,Myrcella Urban Studio,746571,Ha Noi,10/5/2026,10/6/2026,9.2,4,"Ba Dinh, Hanoi",180,Wonderful,https://www.booking.com/hotel/vn/myrcella-apartment.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-17&checkout=2025-11-18&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=281&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692022&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__74657123&from=searchresults,,,,,,,,
1988,Sword Lake Hostel and Spa,855858,Ha Noi,10/5/2026,10/6/2026,8.6,2,"Hoan Kiem, Hanoi (Old Quarter)",5,Excellent,https://www.booking.com/hotel/vn/sword-lake-hostel-and-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=866&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692249&all_sr_blocks=1493822002_0_2_0_0&highlighted_blocks=1493822002_0_2_0_0&matching_block_id=1493822002_0_2_0_0&sr_pri_blocks=1493822002_0_2_0_0__85585767&from=searchresults,,,,,,,,
1989,Romantique Hotel De Hanoi,1504800,Ha Noi,10/5/2026,10/6/2026,9.3,4,"Hoan Kiem, Hanoi (Old Quarter)",526,Wonderful,https://www.booking.com/hotel/vn/romantique-de-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=216&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692005&all_sr_blocks=684566903_278717873_0_1_0&highlighted_blocks=684566903_278717873_0_1_0&matching_block_id=684566903_278717873_0_1_0&sr_pri_blocks=684566903_278717873_0_1_0__150480000&from=searchresults,,,,,,,,
1990,Maro Hotel,1824417,Ha Noi,10/5/2026,10/6/2026,8.5,3,"Hoan Kiem, Hanoi (Old Quarter)",76,Very Good,https://www.booking.com/hotel/vn/maro.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=792&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692219&all_sr_blocks=201537701_403785966_2_1_0&highlighted_blocks=201537701_403785966_2_1_0&matching_block_id=201537701_403785966_2_1_0&sr_pri_blocks=201537701_403785966_2_1_0__182441700&from=searchresults,,,,,,,,
1991,"Nhà Ven Hồ Đồng Đò, Minh Trí, Sóc Sơn, Hà Nội",578823,Ha Noi,10/5/2026,10/6/2026,8.4,0,Hanoi,143,Very Good,https://www.booking.com/hotel/vn/nha-ven-ho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=599&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692141&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__57882312&from=searchresults,,,,,,,,
1992,VietHome-Doorstep to Hoan Kiem Lake,940500,Ha Noi,10/5/2026,10/6/2026,8.6,4,"Hoan Kiem, Hanoi (Old Quarter)",220,Excellent,https://www.booking.com/hotel/vn/viet-house-door-step-to-hoan-kiem-lake-hoan-kiem12.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=520&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692113&all_sr_blocks=431713003_351799013_2_0_0&highlighted_blocks=431713003_351799013_2_0_0&matching_block_id=431713003_351799013_2_0_0&sr_pri_blocks=431713003_351799013_2_0_0__94050000&from=searchresults,,,,,,,,
1993,Sword Lake hostel,455556,Ha Noi,10/5/2026,10/6/2026,8.8,0,"Hoan Kiem, Hanoi (Old Quarter)",39,Excellent,https://www.booking.com/hotel/vn/sword-lake-hostel-hoan-kiem.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=611&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692151&all_sr_blocks=1457217901_417049176_2_0_0&highlighted_blocks=1457217901_417049176_2_0_0&matching_block_id=1457217901_417049176_2_0_0&sr_pri_blocks=1457217901_417049176_2_0_0__45555600&from=searchresults,,,,,,,,
1994,Luxe Paradise Residence Trinh Cong Son,610951,Ha Noi,10/5/2026,10/6/2026,7.8,4,"Tay Ho, Hanoi",103,Good,https://www.booking.com/hotel/vn/paradise-home-trinh-cong-son.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=841&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692239&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__61095070&from=searchresults,,,,,,,,
1995,King's Hotel Linh Đàm 2,400000,Ha Noi,10/5/2026,10/6/2026,5.9,3,Hanoi,21,Fair,https://www.booking.com/hotel/vn/king-39-s-linh-dam-2.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=552&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692122&all_sr_blocks=925173901_364319913_2_0_0&highlighted_blocks=925173901_364319913_2_0_0&matching_block_id=925173901_364319913_2_0_0&sr_pri_blocks=925173901_364319913_2_0_0__40000000&from=searchresults,,,,,,,,
1996,SQ Hang Gai Hotel & Spa,1848960,Ha Noi,10/5/2026,10/6/2026,8.9,4,"Hoan Kiem, Hanoi (Old Quarter)",765,Excellent,https://www.booking.com/hotel/vn/silk-queen.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=388&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692067&all_sr_blocks=111583601_123748536_2_1_0&highlighted_blocks=111583601_123748536_2_1_0&matching_block_id=111583601_123748536_2_1_0&sr_pri_blocks=111583601_123748536_2_1_0__184896000&from=searchresults,,,,,,,,
1997,Picturesque Hanoi Homestay,1800000,Ha Noi,10/5/2026,10/6/2026,9,0,"Hoan Kiem, Hanoi (Old Quarter)",45,Wonderful,https://www.booking.com/hotel/vn/homestay-hanoi12.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-17&checkout=2025-11-18&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=669&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692170&all_sr_blocks=493150301_389133276_3_0_0&highlighted_blocks=493150301_389133276_3_0_0&matching_block_id=493150301_389133276_3_0_0&sr_pri_blocks=493150301_389133276_3_0_0__180000000&from=searchresults,,,,,,,,
1998,MAY DE VILLE Corner Hotel,2200000,Ha Noi,10/5/2026,10/6/2026,9.5,5,"Hoan Kiem, Hanoi",1980,Exceptional,https://www.booking.com/hotel/vn/may-de-ville-corner-hoan-kiem4.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=48&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760691951&all_sr_blocks=1291047743_402064513_2_41_0_736113&highlighted_blocks=1291047743_402064513_2_41_0_736113&matching_block_id=1291047743_402064513_2_41_0_736113&sr_pri_blocks=1291047743_402064513_2_41_0_736113_220000000&from=searchresults,,,,,,,,
1999,Nhan Hoa Hotel,392114,Ha Noi,10/5/2026,10/6/2026,6.7,3,"Thanh Xuan, Hanoi",38,Pleasant,https://www.booking.com/hotel/vn/nhan-hoa-thanh-xuan.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=857&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692249&all_sr_blocks=1045131201_0_2_0_0&highlighted_blocks=1045131201_0_2_0_0&matching_block_id=1045131201_0_2_0_0&sr_pri_blocks=1045131201_0_2_0_0__39211448&from=searchresults,,,,,,,,
2000,Serenata San de Hanoi Hotel,1645000,Ha Noi,10/5/2026,10/6/2026,9,4,"Hoan Kiem, Hanoi (Old Quarter)",958,Wonderful,https://www.booking.com/hotel/vn/san-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=134&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760691971&all_sr_blocks=1038464301_419408501_2_1_0_729622&highlighted_blocks=1038464301_419408501_2_1_0_729622&matching_block_id=1038464301_419408501_2_1_0_729622&sr_pri_blocks=1038464301_419408501_2_1_0_729622_164500000&from=searchresults,,,,,,,,
2001,Modern Apartment in Westlake,643500,Ha Noi,10/5/2026,10/6/2026,9.2,4,"Tay Ho, Hanoi",10,Wonderful,https://www.booking.com/hotel/vn/modern-apartment-in-westlake.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=724&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692189&all_sr_blocks=1187243901_391080762_2_0_0&highlighted_blocks=1187243901_391080762_2_0_0&matching_block_id=1187243901_391080762_2_0_0&sr_pri_blocks=1187243901_391080762_2_0_0__64350000&from=searchresults,,,,,,,,
2002,Luxury Airport Hotel - Convenient & Friendly,522500,Ha Noi,10/5/2026,10/6/2026,8.5,3,Hanoi,11,Very Good,https://www.booking.com/hotel/vn/luxury-airport-convenient-amp-friendly.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=593&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692141&all_sr_blocks=1279870503_400917744_0_0_0&highlighted_blocks=1279870503_400917744_0_0_0&matching_block_id=1279870503_400917744_0_0_0&sr_pri_blocks=1279870503_400917744_0_0_0__52250000&from=searchresults,,,,,,,,
2003,La Selva Premium Hotel,1275000,Ha Noi,10/5/2026,10/6/2026,9.2,4,"Hoan Kiem, Hanoi (Old Quarter)",1089,Wonderful,https://www.booking.com/hotel/vn/la-selva-premium.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=401&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692067&all_sr_blocks=991532901_403086243_2_1_0_50064&highlighted_blocks=991532901_403086243_2_1_0_50064&matching_block_id=991532901_403086243_2_1_0_50064&sr_pri_blocks=991532901_403086243_2_1_0_50064_127500000&from=searchresults,,,,,,,,
2004,Serene Central Hotel,1280000,Ha Noi,10/5/2026,10/6/2026,9.7,4,"Hoan Kiem, Hanoi (Old Quarter)",1590,Exceptional,https://www.booking.com/hotel/vn/hanz-hanoi-de-maison-grand-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692291&all_sr_blocks=1104585726_422791631_2_1_0&highlighted_blocks=1104585726_422791631_2_1_0&matching_block_id=1104585726_422791631_2_1_0&sr_pri_blocks=1104585726_422791631_2_1_0__128000000&from=searchresults,,,,,,,,
2005,Nature Hanoi Hotel,1614600,Ha Noi,10/5/2026,10/6/2026,8.7,3,"Cau Giay, Hanoi",72,Excellent,https://www.booking.com/hotel/vn/nature-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=456&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692085&all_sr_blocks=1183130901_410515251_0_41_0&highlighted_blocks=1183130901_410515251_0_41_0&matching_block_id=1183130901_410515251_0_41_0&sr_pri_blocks=1183130901_410515251_0_41_0__161460000&from=searchresults,,,,,,,,
2006,Luxe Paradise Residence 9 Quang Khanh,798000,Ha Noi,10/5/2026,10/6/2026,7.4,4,"Tay Ho, Hanoi",25,Good,https://www.booking.com/hotel/vn/paradise-garden-west-lake.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-27&checkout=2025-10-28&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=337&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692048&all_sr_blocks=1115560704_421131820_2_0_0&highlighted_blocks=1115560704_421131820_2_0_0&matching_block_id=1115560704_421131820_2_0_0&sr_pri_blocks=1115560704_421131820_2_0_0__79800000&from=searchresults,,,,,,,,
2007,Nhà Nghỉ Moonlight,315000,Ha Noi,10/5/2026,10/6/2026,7.9,0,"Tay Ho, Hanoi",10,Good,https://www.booking.com/hotel/vn/nha-nghi-moonlight-tay-ho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=498&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692104&all_sr_blocks=1354061702_421567008_0_0_0&highlighted_blocks=1354061702_421567008_0_0_0&matching_block_id=1354061702_421567008_0_0_0&sr_pri_blocks=1354061702_421567008_0_0_0__31500000&from=searchresults,,,,,,,,
2008,Westlake Tay Ho Hotel 696 Lạc Long Quân,380475,Ha Noi,10/5/2026,10/6/2026,6.8,3,"Tay Ho, Hanoi",98,Pleasant,https://www.booking.com/hotel/vn/oyo-133-westlake-tay-ho.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-11-03&checkout=2025-11-04&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=271&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692022&all_sr_blocks=446531515_288752397_2_2_0&highlighted_blocks=446531515_288752397_2_2_0&matching_block_id=446531515_288752397_2_2_0&sr_pri_blocks=446531515_288752397_2_2_0__38047500&from=searchresults,,,,,,,,
2009,Parklane Central Hanoi Hotel,945871,Ha Noi,10/5/2026,10/6/2026,8.9,3,"Hoan Kiem, Hanoi (Old Quarter)",780,Excellent,https://www.booking.com/hotel/vn/parklane-hanoi.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=211&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692005&all_sr_blocks=984492902_370861889_2_2_0&highlighted_blocks=984492902_370861889_2_2_0&matching_block_id=984492902_370861889_2_2_0&sr_pri_blocks=984492902_370861889_2_2_0__94587100&from=searchresults,,,,,,,,
2010,La Renta Center Hotel & Spa,604800,Ha Noi,10/5/2026,10/6/2026,6.3,3,"Hoan Kiem, Hanoi (Old Quarter)",362,Pleasant,https://www.booking.com/hotel/vn/la-renta-centrer-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-12-29&checkout=2025-12-30&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=659&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692170&all_sr_blocks=987403801_373526195_2_0_0&highlighted_blocks=987403801_373526195_2_0_0&matching_block_id=987403801_373526195_2_0_0&sr_pri_blocks=987403801_373526195_2_0_0__60480000&from=searchresults,,,,,,,,
2011,La Sinfonía del Rey Hotel & Spa,2246400,Ha Noi,10/5/2026,10/6/2026,9.4,4,"Hoan Kiem, Hanoi (Old Quarter)",1304,Wonderful,https://www.booking.com/hotel/vn/la-sinfonia-del-rey-amp-spa.html?label=gen173nr-10CAEoggI46AdIM1gEaPQBiAEBmAEzuAEXyAEM2AED6AEB-AEBiAIBqAIBuAK78OPGBsACAdICJDg2NTdiNzM2LTFhYTYtNDAzNC1hZmUyLWRiYzA1ZDFiZDJlN9gCAeACAQ&aid=304142&ucfs=1&arphpl=1&checkin=2025-10-20&checkout=2025-10-21&dest_id=-3714993&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=344&sr_order=popularity&srpvid=725b3fef49c20013&srepoch=1760692048&all_sr_blocks=501605001_169826864_2_41_0_1162088&highlighted_blocks=501605001_169826864_2_41_0_1162088&matching_block_id=501605001_169826864_2_41_0_1162088&sr_pri_blocks=501605001_169826864_2_41_0_1162088_224640000&from=searchresults,,,,,,,,
